sample_id,dice,iou,precision,recall,specificity,accuracy,f2,mae,boundary_f1,foreground_fraction,occupancy_mae_stage2,occupancy_mae_stage1,solver_active_fraction_stage2
cjyzufihqquiw0a46jatrbwln,0.9445369839668274,0.8949029445648193,0.9455519914627075,0.9435241222381592,0.9643561840057373,0.956103503704071,0.9439290165901184,0.04497640207409859,0.5081337094306946,0.3961523473262787,1.1903118490863562e-09,1.7830510401495303e-09,0.044062498956918716
cju7bmi1v1pnj0987pa52jjok,0.901382327079773,0.8204694986343384,0.8305944204330444,0.9853602051734924,0.9687027335166931,0.970947265625,0.9499588012695312,0.029407048597931862,0.6558156609535217,0.13474608957767487,5.207603237522562e-10,5.982782047553314e-10,0.01171875
cju772304yw5t0818vbw8kkjf,0.9467772841453552,0.8989335298538208,0.9857862591743469,0.9107380509376526,0.9991803765296936,0.9939844012260437,0.9248194098472595,0.00604773685336113,0.7523475885391235,0.05874999985098839,1.5717008250426545e-10,1.6895952692497218e-10,0.0023828125558793545
cju7d7aut2a2p0818z4uxc6cd,0.9531205296516418,0.9104395508766174,0.9522988796234131,0.9539436101913452,0.999175488948822,0.9984081983566284,0.9536141753196716,0.0016340123256668448,0.9902648329734802,0.016962891444563866,9.02694308191343e-11,8.44064262928157e-11,0.0015625000232830644
cju2rlqdnoz9k0993cpjae3x0,0.9026505947113037,0.8225735425949097,0.9832751750946045,0.8342458009719849,0.9969940781593323,0.9685449004173279,0.8603246808052063,0.031352829188108444,0.5722439289093018,0.1748046875,5.01809815922627e-10,7.271580559908841e-10,0.011796874925494194
cju5uxjnol2r509871qv2yeia,0.9059264659881592,0.8280307054519653,0.8587682843208313,0.9585648775100708,0.9896671175956726,0.9877539277076721,0.9367921352386475,0.012585541233420372,0.7027027606964111,0.06151367351412773,4.4271325494449343e-10,6.780588313048952e-10,0.011992187239229679
cju160wshltz10993i1gmqxbe,0.8026315569877625,0.6703296899795532,0.8430894017219543,0.7658788561820984,0.9961280822753906,0.990039050579071,0.7801685333251953,0.01043272577226162,0.3300592303276062,0.026445312425494194,2.6557459009701745e-10,4.542934084472705e-10,0.0126953125
cju5yimthmlv80850zhoc90c2,0.9650137424468994,0.9323928356170654,0.9752779006958008,0.9549633860588074,0.9986710548400879,0.9963964819908142,0.9589583277702332,0.00358927552588284,0.8965175151824951,0.05204101651906967,1.3115915298289593e-10,1.3513652696861556e-10,0.002304687397554517
cju5clr68b48r0755cmuvponm,0.972932755947113,0.947292149066925,0.9749971032142639,0.9708771109580994,0.9976720213890076,0.9953808784484863,0.9716983437538147,0.004767878912389278,0.9240158796310425,0.08550781011581421,2.1895049662212784e-10,3.371881385216824e-10,0.004218750167638063
cju2txjfzv60w098839dcimys,0.9687721133232117,0.939435601234436,0.9531367421150208,0.984929084777832,0.9953200221061707,0.9944043159484863,0.9784020781517029,0.005638099741190672,0.8825650215148926,0.08812499791383743,2.6861424196056305e-10,2.4280008559252053e-10,0.004570312332361937
cju2sxf3iqbpv09937iksn8ep,0.9625337719917297,0.9277735352516174,0.9719933867454529,0.9532564282417297,0.9941623210906982,0.9869921803474426,0.9569458365440369,0.013353459537029266,0.7854992747306824,0.17528320848941803,4.2085038232109184e-10,4.1534348182992176e-10,0.008437500335276127
cju1ewnoh5z030855vpex9uzt,0.5895745754241943,0.4180118441581726,0.5143244862556458,0.6906177997589111,0.9260894060134888,0.9021191596984863,0.6463110446929932,0.09879600256681442,0.3217298090457916,0.10179687291383743,1.372521429843232e-09,1.701696117351048e-09,0.036249998956918716
cju16d65tzw9d0799ouslsw25,0.9658397436141968,0.9339362978935242,0.9430216550827026,0.9897895455360413,0.9970594644546509,0.9967187643051147,0.9800685048103333,0.0033643264323472977,0.9432176351547241,0.04686523601412773,1.2063586241062296e-10,1.913054992197516e-10,0.003046874888241291
cju16jgnyzp970878melv7r25,0.9246681332588196,0.8598909378051758,0.9228518605232239,0.9264915585517883,0.9897992014884949,0.9824316501617432,0.925761342048645,0.017606932669878006,0.6148661971092224,0.11637695133686066,2.5857466168233145e-10,2.502271168047798e-10,0.0042968750931322575
cju3y21quj0ir0818kgjagr15,0.9547452330589294,0.9134091734886169,0.9795302152633667,0.9311835765838623,0.993092954158783,0.9768750071525574,0.9404672980308533,0.023532910272479057,0.6785456538200378,0.261962890625,8.336600298974872e-10,9.525936706111793e-10,0.020351562649011612
